serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
86_1,Influenza H3 1982,1,0.0003086,D6,Neth82P2,H3_Historical_Sera_1,0.8555,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,1,0.0001029,D7,Neth82P2,H3_Historical_Sera_1,0.7347,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,1,3.429e-05,D8,Neth82P2,H3_Historical_Sera_1,0.9022,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,1,1.143e-05,D9,Neth82P2,H3_Historical_Sera_1,0.8666,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,1,3.81e-06,D10,Neth82P2,H3_Historical_Sera_1,0.7025,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,0.025,E2,Neth82P2,H3_Historical_Sera_1,0.02438,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,0.008333,E3,Neth82P2,H3_Historical_Sera_1,0.5119,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,0.002778,E4,Neth82P2,H3_Historical_Sera_1,0.9575,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,0.0009259,E5,Neth82P2,H3_Historical_Sera_1,0.8868,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,0.0003086,E6,Neth82P2,H3_Historical_Sera_1,0.7309,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,0.0001029,E7,Neth82P2,H3_Historical_Sera_1,0.6731,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,3.429e-05,E8,Neth82P2,H3_Historical_Sera_1,0.8555,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,1.143e-05,E9,Neth82P2,H3_Historical_Sera_1,0.8906,24.12.12_H3Neut_Rep1,
86_1,Influenza H3 1982,2,3.81e-06,E10,Neth82P2,H3_Historical_Sera_1,0.7732,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,0.025,B2,Neth82P2,H3_Historical_Sera_1,1.616,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,0.008333,B3,Neth82P2,H3_Historical_Sera_1,1.629,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,0.002778,B4,Neth82P2,H3_Historical_Sera_1,1.101,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,0.0009259,B5,Neth82P2,H3_Historical_Sera_1,0.9628,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,0.0003086,B6,Neth82P2,H3_Historical_Sera_1,0.8276,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,0.0001029,B7,Neth82P2,H3_Historical_Sera_1,0.8396,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,3.429e-05,B8,Neth82P2,H3_Historical_Sera_1,0.7246,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,1.143e-05,B9,Neth82P2,H3_Historical_Sera_1,1.075,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,1,3.81e-06,B10,Neth82P2,H3_Historical_Sera_1,0.9334,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,0.025,C2,Neth82P2,H3_Historical_Sera_1,1.683,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,0.008333,C3,Neth82P2,H3_Historical_Sera_1,1.578,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,0.002778,C4,Neth82P2,H3_Historical_Sera_1,1.065,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,0.0009259,C5,Neth82P2,H3_Historical_Sera_1,1.03,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,0.0003086,C6,Neth82P2,H3_Historical_Sera_1,0.8964,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,0.0001029,C7,Neth82P2,H3_Historical_Sera_1,0.7953,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,3.429e-05,C8,Neth82P2,H3_Historical_Sera_1,0.9286,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,1.143e-05,C9,Neth82P2,H3_Historical_Sera_1,0.8435,24.12.12_H3Neut_Rep1,
86_2,Influenza H3 1982,2,3.81e-06,C10,Neth82P2,H3_Historical_Sera_1,0.9426,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,0.025,F2,Neth82P3,H3_Historical_Sera_1,0.509,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,0.008333,F3,Neth82P3,H3_Historical_Sera_1,0.8177,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,0.002778,F4,Neth82P3,H3_Historical_Sera_1,0.7735,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,0.0009259,F5,Neth82P3,H3_Historical_Sera_1,0.7673,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,0.0003086,F6,Neth82P3,H3_Historical_Sera_1,0.8048,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,0.0001029,F7,Neth82P3,H3_Historical_Sera_1,0.9373,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,3.429e-05,F8,Neth82P3,H3_Historical_Sera_1,0.7882,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,1.143e-05,F9,Neth82P3,H3_Historical_Sera_1,0.9729,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,1,3.81e-06,F10,Neth82P3,H3_Historical_Sera_1,0.9573,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,0.025,G2,Neth82P3,H3_Historical_Sera_1,0.5883,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,0.008333,G3,Neth82P3,H3_Historical_Sera_1,1.179,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,0.002778,G4,Neth82P3,H3_Historical_Sera_1,0.839,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,0.0009259,G5,Neth82P3,H3_Historical_Sera_1,0.8993,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,0.0003086,G6,Neth82P3,H3_Historical_Sera_1,0.7792,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,0.0001029,G7,Neth82P3,H3_Historical_Sera_1,0.8799,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,3.429e-05,G8,Neth82P3,H3_Historical_Sera_1,1.14,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,1.143e-05,G9,Neth82P3,H3_Historical_Sera_1,0.9786,24.12.12_H3Neut_Rep1,
86_4,Influenza H3 1982,2,3.81e-06,G10,Neth82P3,H3_Historical_Sera_1,1.164,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,0.025,D2,Neth82P3,H3_Historical_Sera_1,2.104,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,0.008333,D3,Neth82P3,H3_Historical_Sera_1,2.147,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,0.002778,D4,Neth82P3,H3_Historical_Sera_1,0.9307,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,0.0009259,D5,Neth82P3,H3_Historical_Sera_1,0.6519,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,0.0003086,D6,Neth82P3,H3_Historical_Sera_1,0.7635,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,0.0001029,D7,Neth82P3,H3_Historical_Sera_1,0.8314,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,3.429e-05,D8,Neth82P3,H3_Historical_Sera_1,0.7882,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,1.143e-05,D9,Neth82P3,H3_Historical_Sera_1,0.7764,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,1,3.81e-06,D10,Neth82P3,H3_Historical_Sera_1,0.9924,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,0.025,E2,Neth82P3,H3_Historical_Sera_1,2.151,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,0.008333,E3,Neth82P3,H3_Historical_Sera_1,2.166,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,0.002778,E4,Neth82P3,H3_Historical_Sera_1,1.128,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,0.0009259,E5,Neth82P3,H3_Historical_Sera_1,0.6339,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,0.0003086,E6,Neth82P3,H3_Historical_Sera_1,0.7707,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,0.0001029,E7,Neth82P3,H3_Historical_Sera_1,0.7336,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,3.429e-05,E8,Neth82P3,H3_Historical_Sera_1,0.7982,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,1.143e-05,E9,Neth82P3,H3_Historical_Sera_1,0.9421,24.12.12_H3Neut_Rep1,
86_6,Influenza H3 1982,2,3.81e-06,E10,Neth82P3,H3_Historical_Sera_1,0.8708,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,0.025,B2,Neth82P3,H3_Historical_Sera_1,0.001232,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,0.008333,B3,Neth82P3,H3_Historical_Sera_1,0.001318,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,0.002778,B4,Neth82P3,H3_Historical_Sera_1,0.001271,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,0.0009259,B5,Neth82P3,H3_Historical_Sera_1,0.002298,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,0.0003086,B6,Neth82P3,H3_Historical_Sera_1,0.005009,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,0.0001029,B7,Neth82P3,H3_Historical_Sera_1,0.1298,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,3.429e-05,B8,Neth82P3,H3_Historical_Sera_1,0.6914,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,1.143e-05,B9,Neth82P3,H3_Historical_Sera_1,0.8613,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,1,3.81e-06,B10,Neth82P3,H3_Historical_Sera_1,1.009,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,0.025,C2,Neth82P3,H3_Historical_Sera_1,0.009953,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,0.008333,C3,Neth82P3,H3_Historical_Sera_1,0.01127,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,0.002778,C4,Neth82P3,H3_Historical_Sera_1,0.006273,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,0.0009259,C5,Neth82P3,H3_Historical_Sera_1,0.004815,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,0.0003086,C6,Neth82P3,H3_Historical_Sera_1,0.006814,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,0.0001029,C7,Neth82P3,H3_Historical_Sera_1,0.1261,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,3.429e-05,C8,Neth82P3,H3_Historical_Sera_1,0.661,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,1.143e-05,C9,Neth82P3,H3_Historical_Sera_1,0.8637,24.12.12_H3Neut_Rep1,
85_3,Influenza H3 1982,2,3.81e-06,C10,Neth82P3,H3_Historical_Sera_1,0.8704,24.12.12_H3Neut_Rep1,
Nirsevimab,RSV B K68Q,1,1000.0,,,mAb_1,0.632137537,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,333.3,,,mAb_1,1.038573734,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,111.1,,,mAb_1,1.48454568,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,37.0,,,mAb_1,1.425459285,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,12.3,,,mAb_1,1.368110725,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,4.1,,,mAb_1,1.410687686,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,1.4,,,mAb_1,1.314020606,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,0.5,,,mAb_1,1.273833168,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,1,0.2,,,mAb_1,1.187593098,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,1000.0,,,mAb_1,0.57000993,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,333.3,,,mAb_1,1.058124379,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,111.1,,,mAb_1,1.153705313,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,37.0,,,mAb_1,1.054865938,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,12.3,,,mAb_1,1.19758565,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,4.1,,,mAb_1,1.318582423,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,1.4,,,mAb_1,1.107218222,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,0.5,,,mAb_1,0.988176514,24.09.12_RSVNeut,
Nirsevimab,RSV B K68Q,2,0.2,,,mAb_1,1.080281778,24.09.12_RSVNeut,
D25,RSV B K68Q,1,1000.0,,,mAb_1,0.151148213,24.09.12_RSVNeut,
D25,RSV B K68Q,1,333.3,,,mAb_1,0.182581306,24.09.12_RSVNeut,
D25,RSV B K68Q,1,111.1,,,mAb_1,0.165767751,24.09.12_RSVNeut,
D25,RSV B K68Q,1,37.0,,,mAb_1,0.610414598,24.09.12_RSVNeut,
D25,RSV B K68Q,1,12.3,,,mAb_1,0.941254965,24.09.12_RSVNeut,
D25,RSV B K68Q,1,4.1,,,mAb_1,0.81417577,24.09.12_RSVNeut,
D25,RSV B K68Q,1,1.4,,,mAb_1,1.499317279,24.09.12_RSVNeut,
D25,RSV B K68Q,1,0.5,,,mAb_1,1.045742304,24.09.12_RSVNeut,
D25,RSV B K68Q,1,0.2,,,mAb_1,1.135892502,24.09.12_RSVNeut,
D25,RSV B K68Q,2,1000.0,,,mAb_1,0.1507572,24.09.12_RSVNeut,
D25,RSV B K68Q,2,333.3,,,mAb_1,0.181538605,24.09.12_RSVNeut,
D25,RSV B K68Q,2,111.1,,,mAb_1,0.142046301,24.09.12_RSVNeut,
D25,RSV B K68Q,2,37.0,,,mAb_1,0.552848808,24.09.12_RSVNeut,
D25,RSV B K68Q,2,12.3,,,mAb_1,1.082671301,24.09.12_RSVNeut,
D25,RSV B K68Q,2,4.1,,,mAb_1,1.247113952,24.09.12_RSVNeut,
D25,RSV B K68Q,2,1.4,,,mAb_1,1.237990318,24.09.12_RSVNeut,
D25,RSV B K68Q,2,0.5,,,mAb_1,1.088319265,24.09.12_RSVNeut,
D25,RSV B K68Q,2,0.2,,,mAb_1,0.96471574,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,1000.0,,,mAb_1,0.118476912,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,333.3,,,mAb_1,0.197852532,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,111.1,,,mAb_1,0.190618793,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,37.0,,,mAb_1,0.32258565,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,12.3,,,mAb_1,0.558062314,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,4.1,,,mAb_1,0.879779047,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,1.4,,,mAb_1,1.1617428,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,0.5,,,mAb_1,1.067465243,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,1,0.2,,,mAb_1,1.275788232,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,1000.0,,,mAb_1,0.173327334,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,333.3,,,mAb_1,0.171806728,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,111.1,,,mAb_1,0.177845705,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,37.0,,,mAb_1,0.220922294,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,12.3,,,mAb_1,0.436413853,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,4.1,,,mAb_1,0.725980636,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,1.4,,,mAb_1,1.215398461,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,0.5,,,mAb_1,0.895202334,24.09.12_RSVNeut,
Clesrovimab,RSV B K68Q,2,0.2,,,mAb_1,1.125465492,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,1000.0,,,mAb_1,0.01614389,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,333.3,,,mAb_1,0.00671988,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,111.1,,,mAb_1,0.006116651,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,37.0,,,mAb_1,0.012237924,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,12.3,,,mAb_1,0.106512695,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,4.1,,,mAb_1,0.305774755,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,1.4,,,mAb_1,1.021907089,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,0.5,,,mAb_1,1.099217486,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,1,0.2,,,mAb_1,0.784891207,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,1000.0,,,mAb_1,0.009400898,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,333.3,,,mAb_1,0.003792716,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,111.1,,,mAb_1,0.021609932,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,37.0,,,mAb_1,0.008992967,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,12.3,,,mAb_1,0.098631426,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,4.1,,,mAb_1,0.294796447,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,1.4,,,mAb_1,0.65754284,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,0.5,,,mAb_1,0.989896655,24.09.12_RSVNeut,
Suptavumab,RSV A 1982,2,0.2,,,mAb_1,0.643559943,24.09.12_RSVNeut,
D25,RSV A 1982,1,1000.0,,,mAb_1,0.009159375,24.09.12_RSVNeut,
D25,RSV A 1982,1,333.3,,,mAb_1,0.007138211,24.09.12_RSVNeut,
D25,RSV A 1982,1,111.1,,,mAb_1,0.020419652,24.09.12_RSVNeut,
D25,RSV A 1982,1,37.0,,,mAb_1,0.020292535,24.09.12_RSVNeut,
D25,RSV A 1982,1,12.3,,,mAb_1,0.257470202,24.09.12_RSVNeut,
D25,RSV A 1982,1,4.1,,,mAb_1,0.570178624,24.09.12_RSVNeut,
D25,RSV A 1982,1,1.4,,,mAb_1,0.954303827,24.09.12_RSVNeut,
D25,RSV A 1982,1,0.5,,,mAb_1,1.030574174,24.09.12_RSVNeut,
D25,RSV A 1982,1,0.2,,,mAb_1,0.711047644,24.09.12_RSVNeut,
D25,RSV A 1982,2,1000.0,,,mAb_1,0.003598574,24.09.12_RSVNeut,
D25,RSV A 1982,2,333.3,,,mAb_1,0.006603163,24.09.12_RSVNeut,
D25,RSV A 1982,2,111.1,,,mAb_1,0.003491102,24.09.12_RSVNeut,
D25,RSV A 1982,2,37.0,,,mAb_1,0.024776307,24.09.12_RSVNeut,
D25,RSV A 1982,2,12.3,,,mAb_1,0.319295407,24.09.12_RSVNeut,
D25,RSV A 1982,2,4.1,,,mAb_1,0.75345858,24.09.12_RSVNeut,
D25,RSV A 1982,2,1.4,,,mAb_1,1.127876647,24.09.12_RSVNeut,
D25,RSV A 1982,2,0.5,,,mAb_1,1.179879156,24.09.12_RSVNeut,
D25,RSV A 1982,2,0.2,,,mAb_1,1.035543302,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,1000.0,,,mAb_1,0.019749397,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,333.3,,,mAb_1,0.007398224,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,111.1,,,mAb_1,0.013878892,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,37.0,,,mAb_1,0.002158682,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,12.3,,,mAb_1,0.095511275,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,4.1,,,mAb_1,0.524878661,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,1.4,,,mAb_1,1.029071879,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,0.5,,,mAb_1,1.145326378,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,1,0.2,,,mAb_1,1.184501601,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,1000.0,,,mAb_1,0.007385512,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,333.3,,,mAb_1,0.019379602,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,111.1,,,mAb_1,0.006133985,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,37.0,,,mAb_1,0.017137716,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,12.3,,,mAb_1,0.072595503,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,4.1,,,mAb_1,0.507082247,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,1.4,,,mAb_1,0.963317595,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,0.5,,,mAb_1,0.205005448,24.09.12_RSVNeut,
Nirsevimab,RSV A 1982,2,0.2,,,mAb_1,1.0536864,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,1000.0,,,mAb_1,0.010752415,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,333.3,,,mAb_1,0.024506516,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,111.1,,,mAb_1,0.023237688,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,37.0,,,mAb_1,0.063586434,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,12.3,,,mAb_1,0.346571444,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,4.1,,,mAb_1,0.619369573,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,1.4,,,mAb_1,0.776704309,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,0.5,,,mAb_1,0.758578187,24.09.12_RSVNeut,
MPE8,RSV A 1982,1,0.2,,,mAb_1,0.906306078,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,1000.0,,,mAb_1,0.013610905,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,333.3,,,mAb_1,0.009392956,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,111.1,,,mAb_1,0.020953797,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,37.0,,,mAb_1,0.072830756,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,12.3,,,mAb_1,0.333701898,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,4.1,,,mAb_1,0.717613152,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,1.4,,,mAb_1,0.981892005,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,0.5,,,mAb_1,0.666860012,24.09.12_RSVNeut,
MPE8,RSV A 1982,2,0.2,,,mAb_1,0.978448041,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,1000.0,,,mAb_1,0.005967119,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,333.3,,,mAb_1,0.012133626,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,111.1,,,mAb_1,0.008531965,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,37.0,,,mAb_1,0.011577154,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,12.3,,,mAb_1,0.050789393,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,4.1,,,mAb_1,0.212800667,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,1.4,,,mAb_1,0.6173757,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,0.5,,,mAb_1,0.552484185,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,1,0.2,,,mAb_1,0.8290888,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,1000.0,,,mAb_1,0.011481085,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,333.3,,,mAb_1,0.006628723,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,111.1,,,mAb_1,0.008874549,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,37.0,,,mAb_1,0.004535156,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,12.3,,,mAb_1,0.056172851,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,4.1,,,mAb_1,0.251228045,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,1.4,,,mAb_1,0.545958781,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,0.5,,,mAb_1,0.582573547,24.09.12_RSVNeut,
Clesrovimab,RSV A 1982,2,0.2,,,mAb_1,0.679910819,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,1000.0,,,mAb_1,0.026282876,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,333.3,,,mAb_1,0.206637786,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,111.1,,,mAb_1,0.829813845,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,37.0,,,mAb_1,1.15862169,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,12.3,,,mAb_1,1.014337762,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,4.1,,,mAb_1,0.890355091,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,1.4,,,mAb_1,0.859721945,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,0.5,,,mAb_1,0.811506462,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,1,0.2,,,mAb_1,0.521307256,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,1000.0,,,mAb_1,0.015815041,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,333.3,,,mAb_1,0.133317624,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,111.1,,,mAb_1,0.525657525,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,37.0,,,mAb_1,0.928057424,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,12.3,,,mAb_1,1.01995686,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,4.1,,,mAb_1,0.394061883,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,1.4,,,mAb_1,0.508618971,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,0.5,,,mAb_1,0.579854629,24.09.12_RSVNeut,
Palivizumab,RSV A 1982,2,0.2,,,mAb_1,0.908299951,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,1000.0,,,mAb_1,0.020986652,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,333.3,,,mAb_1,0.016943224,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,111.1,,,mAb_1,0.013329323,24.09.12_RSVNeut,
hRSV90,RSV A 1982,1,37.0,,,mAb_1,0.016537482,24.09.12_RSVNeut,
